prestito_id,codice_pratica,cliente_id,tipo_prestito,importo_erogato,importo_residuo,tasso_interesse,durata_mesi,rata_mensile,data_erogazione,data_scadenza,prossima_scadenza_rata,finalita,garanzie,stato_prestito,classificazione,giorni_ritardo,filiale_id,created_at,updated_at
1491,PR202600001491,12407,Auto,38044.44,0.0,6.94,58,773.98,2015-05-11,2020-02-14,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,18,2026-01-26 23:14:24.976514,2026-01-26 23:14:24.976514
1492,PR202600001492,25091,Aziendale,169384.48,0.0,5.33,47,4001.31,2020-05-10,2024-03-20,,Capitale circolante,,Estinto,Performing,0,30,2026-01-26 23:14:24.978722,2026-01-26 23:14:24.978723
1493,PR202600001493,30870,Personale,5499.3,882.6,4.96,81,80.02,2020-06-03,2027-01-28,2026-02-02,Matrimonio,,In corso,Performing,0,26,2026-01-26 23:14:24.980951,2026-01-26 23:14:24.980952
1494,PR202600001494,5546,Personale,28863.29,0.0,4.51,71,463.99,2017-04-05,2023-02-03,,Ristrutturazione casa,,Estinto,Performing,0,31,2026-01-26 23:14:24.983088,2026-01-26 23:14:24.983089
1495,PR202600001495,14038,Personale,24364.09,0.0,8.36,71,436.1,2018-01-22,2023-11-22,,Spese mediche,,Estinto,Performing,0,17,2026-01-26 23:14:24.985208,2026-01-26 23:14:24.985208
1496,PR202600001496,19558,Auto,30774.97,0.0,8.33,43,830.26,2018-06-28,2022-01-08,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,3,2026-01-26 23:14:24.987427,2026-01-26 23:14:24.987427
1497,PR202600001497,15004,Mutuo,146202.86,82041.89,5.19,278,905.23,2016-01-17,2038-11-17,2026-02-23,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,12,2026-01-26 23:14:24.990414,2026-01-26 23:14:24.990415
1498,PR202600001498,12544,Mutuo,63180.34,41596.99,7.49,322,455.84,2017-01-02,2043-06-15,2026-02-14,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,13,2026-01-26 23:14:24.992848,2026-01-26 23:14:24.992849
1499,PR202600001499,12098,Personale,26234.73,12825.87,7.16,45,666.46,2024-02-15,2027-10-27,2026-02-04,Liquidità,,In corso,Performing,0,10,2026-01-26 23:14:24.995003,2026-01-26 23:14:24.995004
1500,PR202600001500,3712,Aziendale,106027.2,0.0,5.68,38,3055.32,2016-09-04,2019-10-19,,Investimenti,,Estinto,Performing,0,12,2026-01-26 23:14:24.997241,2026-01-26 23:14:24.997241
1501,PR202600001501,48884,Personale,12431.66,1364.45,6.99,82,191.11,2020-01-10,2026-10-05,2026-02-07,Spese mediche,,In corso,Performing,0,15,2026-01-26 23:14:24.999552,2026-01-26 23:14:24.999552
1502,PR202600001502,40955,Auto,26989.52,0.0,6.24,54,574.55,2015-09-02,2020-02-08,2020-03-09,Acquisto auto nuova,Pegno auto,In corso,Past due,19,2,2026-01-26 23:14:25.001953,2026-01-26 23:14:25.001953
1503,PR202600001503,38209,Personale,28195.2,0.0,8.59,30,1047.75,2017-04-23,2019-10-10,,Liquidità,,Estinto,Performing,0,32,2026-01-26 23:14:25.004662,2026-01-26 23:14:25.004663
1504,PR202600001504,10305,Personale,18437.01,0.0,5.13,68,313.01,2015-05-17,2020-12-16,,Ristrutturazione casa,,Estinto,Performing,0,6,2026-01-26 23:14:25.007612,2026-01-26 23:14:25.007613
1505,PR202600001505,35430,Aziendale,90875.12,10326.72,4.95,44,2262.48,2022-11-01,2026-06-13,2026-02-13,Investimenti,,In corso,Performing,0,18,2026-01-26 23:14:25.010152,2026-01-26 23:14:25.010152
1506,PR202600001506,15344,Mutuo,237027.55,203448.65,4.73,240,1528.55,2023-03-30,2042-12-15,2026-02-12,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,19,2026-01-26 23:14:25.012440,2026-01-26 23:14:25.012441
1507,PR202600001507,18667,Aziendale,76210.91,22125.75,7.15,31,2699.64,2024-04-04,2026-10-21,2026-02-23,Espansione,,In corso,Performing,0,2,2026-01-26 23:14:25.014727,2026-01-26 23:14:25.014728
1508,PR202600001508,37400,Personale,18882.12,4480.5,6.35,59,373.41,2022-05-07,2027-03-12,2026-02-15,Spese mediche,,In corso,Performing,0,12,2026-01-26 23:14:25.016916,2026-01-26 23:14:25.016916
1509,PR202600001509,15339,Mutuo,63507.09,54562.43,9.17,355,520.01,2021-11-22,2051-01-19,2026-01-30,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,2,2026-01-26 23:14:25.019120,2026-01-26 23:14:25.019121
1510,PR202600001510,45919,Mutuo,66912.09,18475.73,7.04,134,722.55,2018-01-31,2029-02-02,2026-02-18,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,19,2026-01-26 23:14:25.021463,2026-01-26 23:14:25.021464
1511,PR202600001511,21249,Mutuo,244793.71,115533.48,7.92,214,2138.58,2016-09-29,2034-04-28,2026-02-09,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,11,2026-01-26 23:14:25.023938,2026-01-26 23:14:25.023939
1512,PR202600001512,11316,Personale,7104.43,0.0,8.53,37,219.06,2020-08-20,2023-09-04,,Matrimonio,,Estinto,Performing,0,6,2026-01-26 23:14:25.026313,2026-01-26 23:14:25.026314
1513,PR202600001513,40339,Personale,9866.05,0.0,5.03,77,150.17,2015-11-05,2022-03-03,,Matrimonio,,Estinto,Performing,0,17,2026-01-26 23:14:25.028495,2026-01-26 23:14:25.028496
1514,PR202600001514,22378,Mutuo,298646.6,233228.77,6.91,315,2056.56,2020-05-11,2046-03-26,2026-02-09,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,27,2026-01-26 23:14:25.030758,2026-01-26 23:14:25.030759
1515,PR202600001515,20053,Mutuo,278216.49,180156.58,7.48,122,3262.71,2022-06-22,2032-06-29,2026-02-01,Surroga mutuo,Ipoteca di primo grado,In corso,Past due,72,27,2026-01-26 23:14:25.033070,2026-01-26 23:14:25.033071
1516,PR202600001516,19653,Aziendale,132616.42,0.0,8.97,92,1998.86,2017-04-20,2024-11-09,,Capitale circolante,,Estinto,Performing,0,32,2026-01-26 23:14:25.035541,2026-01-26 23:14:25.035542
1517,PR202600001517,17166,Mutuo,286037.14,231240.75,5.72,261,1917.84,2021-11-28,2043-05-07,2026-02-05,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,27,2026-01-26 23:14:25.037729,2026-01-26 23:14:25.037730
1518,PR202600001518,21400,Auto,22013.58,8386.13,7.13,84,333.65,2021-10-15,2028-09-08,2026-02-21,Acquisto auto nuova,Pegno auto,In corso,Performing,0,31,2026-01-26 23:14:25.040222,2026-01-26 23:14:25.040222
1519,PR202600001519,10454,Aziendale,65871.9,0.0,6.39,55,1384.71,2016-02-15,2020-08-22,,Capitale circolante,,Estinto,Performing,0,31,2026-01-26 23:14:25.042563,2026-01-26 23:14:25.042563
1520,PR202600001520,41592,Personale,28743.05,0.0,9.43,75,508.65,2017-10-11,2023-12-09,,Liquidità,,Estinto,Performing,0,19,2026-01-26 23:14:25.044731,2026-01-26 23:14:25.044732
1521,PR202600001521,11922,Personale,25223.82,0.0,7.96,67,467.58,2017-12-08,2023-06-10,,Liquidità,,Estinto,Performing,0,1,2026-01-26 23:14:25.047077,2026-01-26 23:14:25.047078
1522,PR202600001522,44007,Mutuo,249975.91,212041.82,6.26,257,1768.86,2022-10-19,2043-11-28,2026-01-31,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,25,2026-01-26 23:14:25.049425,2026-01-26 23:14:25.049426
1523,PR202600001523,42810,Personale,17293.72,0.0,5.47,73,279.06,2015-06-24,2021-06-22,2021-07-22,Matrimonio,,In corso,Past due,61,10,2026-01-26 23:14:25.053010,2026-01-26 23:14:25.053011
1524,PR202600001524,41647,Mutuo,58592.06,48826.72,8.92,138,680.54,2024-02-15,2035-06-17,2026-02-04,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,31,2026-01-26 23:14:25.056006,2026-01-26 23:14:25.056007
1525,PR202600001525,39613,Aziendale,131911.55,30441.13,8.9,91,1998.32,2020-04-14,2027-10-05,2026-02-12,Capitale circolante,,In corso,Performing,0,17,2026-01-26 23:14:25.058675,2026-01-26 23:14:25.058676
1526,PR202600001526,22752,Mutuo,122751.55,51866.85,5.72,142,1191.98,2019-04-12,2030-12-10,,Acquisto prima casa,Ipoteca di primo grado,Sofferenza,NPL,106,14,2026-01-26 23:14:25.060996,2026-01-26 23:14:25.060996
1527,PR202600001527,34125,Aziendale,172292.84,72198.9,7.12,105,2209.39,2021-01-06,2029-08-22,2026-02-09,Investimenti,,In corso,Performing,0,10,2026-01-26 23:14:25.063219,2026-01-26 23:14:25.063219
1528,PR202600001528,45421,Mutuo,104088.65,75642.06,4.61,161,868.39,2022-05-30,2035-08-20,2026-02-08,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,8,2026-01-26 23:14:25.066579,2026-01-26 23:14:25.066581
1529,PR202600001529,2556,Auto,17899.65,0.0,7.71,72,311.32,2016-04-20,2022-03-20,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,28,2026-01-26 23:14:25.069459,2026-01-26 23:14:25.069460
1530,PR202600001530,8781,Personale,8168.52,0.0,5.8,29,302.54,2015-02-14,2017-07-03,,Liquidità,,Estinto,Performing,0,27,2026-01-26 23:14:25.071769,2026-01-26 23:14:25.071769
1531,PR202600001531,35672,Aziendale,126175.97,0.0,4.98,46,3018.91,2015-04-22,2019-01-31,,Investimenti,,Estinto,Performing,0,19,2026-01-26 23:14:25.074299,2026-01-26 23:14:25.074300
1532,PR202600001532,16080,Mutuo,112949.23,87898.23,7.05,257,852.49,2021-05-16,2042-06-25,,Acquisto seconda casa,Ipoteca di primo grado,Sofferenza,NPL,346,19,2026-01-26 23:14:25.076550,2026-01-26 23:14:25.076550
1533,PR202600001533,29940,Auto,18429.64,0.0,6.73,43,483.52,2021-03-11,2024-09-21,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,24,2026-01-26 23:14:25.078763,2026-01-26 23:14:25.078763
1534,PR202600001534,24769,Personale,15776.47,508.92,8.3,31,567.16,2023-07-22,2026-02-06,2026-02-06,Liquidità,,In corso,Performing,0,24,2026-01-26 23:14:25.081338,2026-01-26 23:14:25.081339
1535,PR202600001535,21715,Mutuo,177162.18,122978.56,8.96,291,1493.86,2018-09-08,2042-08-03,2026-01-29,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,3,2026-01-26 23:14:25.084237,2026-01-26 23:14:25.084238
1536,PR202600001536,6486,Personale,23557.45,7067.24,8.32,40,676.35,2023-10-03,2027-01-15,2026-02-19,Matrimonio,,In corso,Performing,0,26,2026-01-26 23:14:25.086811,2026-01-26 23:14:25.086812
1537,PR202600001537,36885,Personale,7833.33,0.0,9.26,55,175.32,2018-09-28,2023-04-05,,Matrimonio,,Estinto,Performing,0,16,2026-01-26 23:14:25.089491,2026-01-26 23:14:25.089492
1538,PR202600001538,11525,Auto,12227.55,4422.73,7.43,47,300.65,2023-08-10,2027-06-20,2026-02-25,Acquisto auto nuova,Pegno auto,In corso,Performing,0,26,2026-01-26 23:14:25.091770,2026-01-26 23:14:25.091770
1539,PR202600001539,11668,Auto,13157.83,0.0,5.95,74,212.83,2018-12-17,2025-01-14,2025-02-13,Acquisto auto nuova,Pegno auto,In corso,Past due,2,20,2026-01-26 23:14:25.093864,2026-01-26 23:14:25.093865
1540,PR202600001540,30299,Mutuo,216598.71,123658.17,6.9,275,1570.09,2016-05-05,2038-12-06,2026-02-12,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,14,2026-01-26 23:14:25.096405,2026-01-26 23:14:25.096406
1541,PR202600001541,1859,Personale,26550.2,0.0,5.41,75,418.03,2015-04-19,2021-06-16,,Liquidità,,Estinto,Performing,0,10,2026-01-26 23:14:25.099231,2026-01-26 23:14:25.099232
1542,PR202600001542,38585,Personale,11722.6,0.0,7.92,27,475.45,2015-11-26,2018-02-13,,Liquidità,,Estinto,Performing,0,8,2026-01-26 23:14:25.101594,2026-01-26 23:14:25.101595
1543,PR202600001543,42564,Mutuo,161675.76,86071.99,4.87,278,971.42,2015-05-10,2038-03-10,,Acquisto prima casa,Ipoteca di primo grado,Sofferenza,NPL,199,3,2026-01-26 23:14:25.103740,2026-01-26 23:14:25.103740
1544,PR202600001544,13790,Mutuo,74035.64,49974.06,8.4,120,914.18,2022-10-18,2032-08-26,2026-01-30,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,19,2026-01-26 23:14:25.106288,2026-01-26 23:14:25.106288
1545,PR202600001545,31960,Mutuo,98794.94,19602.17,6.49,126,1083.19,2017-09-28,2028-02-03,2026-02-13,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,8,2026-01-26 23:14:25.108949,2026-01-26 23:14:25.108950
1546,PR202600001546,34982,Mutuo,257409.46,135215.09,6.67,257,1884.31,2016-01-10,2037-02-18,2026-02-16,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,27,2026-01-26 23:14:25.111338,2026-01-26 23:14:25.111339
1547,PR202600001547,46295,Auto,19595.04,2305.3,7.34,51,448.43,2022-05-15,2026-07-23,2026-02-23,Acquisto auto usata,Pegno auto,In corso,Performing,0,13,2026-01-26 23:14:25.113568,2026-01-26 23:14:25.113569
1548,PR202600001548,35267,Personale,15149.9,0.0,5.63,47,359.94,2018-12-07,2022-10-17,,Liquidità,,Sofferenza,NPL,219,31,2026-01-26 23:14:25.115766,2026-01-26 23:14:25.115767
1549,PR202600001549,9638,Mutuo,173748.71,129128.42,4.76,257,1079.72,2020-07-31,2041-09-09,2026-01-31,Acquisto seconda casa,Ipoteca di primo grado,In corso,Past due,81,4,2026-01-26 23:14:25.117905,2026-01-26 23:14:25.117906
1550,PR202600001550,22202,Aziendale,21861.76,2820.87,6.55,31,768.52,2023-10-22,2026-05-09,2026-02-08,Espansione,,In corso,Performing,0,32,2026-01-26 23:14:25.120097,2026-01-26 23:14:25.120097
1551,PR202600001551,13261,Personale,6448.14,0.0,6.87,30,234.55,2019-07-08,2021-12-24,,Ristrutturazione casa,,Estinto,Performing,0,22,2026-01-26 23:14:25.122529,2026-01-26 23:14:25.122529
1552,PR202600001552,12731,Aziendale,54548.12,6324.42,8.26,69,995.75,2021-01-07,2026-09-08,2026-02-10,Espansione,,In corso,Performing,0,17,2026-01-26 23:14:25.124804,2026-01-26 23:14:25.124805
1553,PR202600001553,70,Aziendale,145576.11,33756.78,9.15,69,2720.91,2021-09-19,2027-05-21,2026-02-25,Investimenti,,In corso,Performing,0,2,2026-01-26 23:14:25.127244,2026-01-26 23:14:25.127245
1554,PR202600001554,28928,Aziendale,135751.24,29089.55,8.78,98,1945.75,2019-09-24,2027-10-12,2026-02-19,Investimenti,,In corso,Performing,0,32,2026-01-26 23:14:25.130290,2026-01-26 23:14:25.130292
1555,PR202600001555,20172,Auto,30926.1,2262.89,7.98,41,864.29,2022-12-01,2026-04-14,2026-02-13,Acquisto auto usata,Pegno auto,In corso,Performing,0,29,2026-01-26 23:14:25.133324,2026-01-26 23:14:25.133325
1556,PR202600001556,34872,Auto,10334.95,0.0,7.9,65,195.95,2019-05-02,2024-09-02,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,28,2026-01-26 23:14:25.135631,2026-01-26 23:14:25.135632
1557,PR202600001557,27502,Mutuo,204145.67,135423.37,8.48,202,1901.26,2020-06-07,2037-01-09,2026-02-06,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,23,2026-01-26 23:14:25.137954,2026-01-26 23:14:25.137954
1558,PR202600001558,17949,Personale,22069.67,0.0,7.35,34,721.03,2023-03-24,2026-01-07,,Ristrutturazione casa,,Estinto,Performing,0,2,2026-01-26 23:14:25.140523,2026-01-26 23:14:25.140524
1559,PR202600001559,14177,Mutuo,101466.86,72681.94,9.17,141,1178.29,2022-10-14,2034-05-14,2026-02-25,Acquisto seconda casa,Ipoteca di primo grado,In corso,Past due,1,23,2026-01-26 23:14:25.142812,2026-01-26 23:14:25.142812
1560,PR202600001560,13254,Mutuo,57612.73,38864.18,4.77,295,332.0,2018-02-23,2042-05-18,2026-02-11,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,24,2026-01-26 23:14:25.144961,2026-01-26 23:14:25.144961
1561,PR202600001561,16947,Personale,15323.5,5931.68,6.82,31,540.52,2024-06-10,2026-12-27,2026-01-31,Matrimonio,,In corso,Performing,0,7,2026-01-26 23:14:25.147131,2026-01-26 23:14:25.147132
1562,PR202600001562,36294,Personale,17997.0,0.0,5.95,59,352.55,2017-04-01,2022-02-04,,Ristrutturazione casa,,Estinto,Performing,0,21,2026-01-26 23:14:25.149359,2026-01-26 23:14:25.149359
1563,PR202600001563,38936,Auto,21005.29,0.0,7.44,82,327.52,2015-04-02,2021-12-26,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,8,2026-01-26 23:14:25.151549,2026-01-26 23:14:25.151563
1564,PR202600001564,22182,Personale,19850.61,0.0,8.72,48,491.35,2016-05-27,2020-05-06,2020-06-05,Spese mediche,,In corso,Past due,61,23,2026-01-26 23:14:25.153808,2026-01-26 23:14:25.153809
1565,PR202600001565,44629,Auto,15398.32,0.0,5.01,54,319.06,2020-11-07,2025-04-15,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,13,2026-01-26 23:14:25.156231,2026-01-26 23:14:25.156231
1566,PR202600001566,9668,Personale,12266.37,0.0,5.57,30,438.96,2015-10-05,2018-03-23,,Ristrutturazione casa,,Estinto,Performing,0,8,2026-01-26 23:14:25.158766,2026-01-26 23:14:25.158767
1567,PR202600001567,36592,Auto,12046.06,0.0,7.16,65,224.1,2016-02-11,2021-06-14,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,16,2026-01-26 23:14:25.161027,2026-01-26 23:14:25.161027
1568,PR202600001568,47266,Aziendale,122117.67,0.0,5.81,50,2755.54,2016-03-04,2020-04-12,,Investimenti,,Estinto,Performing,0,14,2026-01-26 23:14:25.163181,2026-01-26 23:14:25.163182
1569,PR202600001569,28945,Mutuo,166517.83,127545.57,6.52,141,1693.26,2023-04-14,2034-11-12,2026-01-28,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,7,2026-01-26 23:14:25.165262,2026-01-26 23:14:25.165263
1570,PR202600001570,8041,Personale,24034.51,0.0,9.2,31,874.08,2015-03-28,2017-10-13,2017-11-12,Matrimonio,,In corso,Past due,40,23,2026-01-26 23:14:25.167378,2026-01-26 23:14:25.167379
1571,PR202600001571,14784,Auto,34578.64,16996.28,4.66,59,656.9,2023-07-30,2028-06-03,2026-02-14,Acquisto auto usata,Pegno auto,In corso,Performing,0,32,2026-01-26 23:14:25.169731,2026-01-26 23:14:25.169732
1572,PR202600001572,46126,Auto,20419.21,0.0,6.18,77,321.91,2018-01-26,2024-05-24,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,28,2026-01-26 23:14:25.171983,2026-01-26 23:14:25.171984
1573,PR202600001573,13615,Mutuo,221445.65,123773.8,5.88,263,1499.79,2016-06-19,2038-01-25,2026-01-28,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,9,2026-01-26 23:14:25.174526,2026-01-26 23:14:25.174526
1574,PR202600001574,10372,Mutuo,115289.74,58775.16,6.97,153,1139.39,2019-11-10,2032-06-04,2026-02-06,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,14,2026-01-26 23:14:25.176871,2026-01-26 23:14:25.176872
1575,PR202600001575,4243,Personale,5465.32,0.0,7.33,84,83.38,2018-03-16,2025-02-07,,Liquidità,,Estinto,Performing,0,5,2026-01-26 23:14:25.179167,2026-01-26 23:14:25.179168
1576,PR202600001576,15162,Personale,20371.37,15609.23,6.62,77,325.44,2024-07-15,2030-11-11,2026-02-05,Liquidità,,In corso,Performing,0,28,2026-01-26 23:14:25.181253,2026-01-26 23:14:25.181254
1577,PR202600001577,43614,Aziendale,194990.19,0.0,7.71,41,5425.34,2019-07-24,2022-12-05,,Investimenti,,Estinto,Performing,0,30,2026-01-26 23:14:25.183409,2026-01-26 23:14:25.183410
1578,PR202600001578,2039,Mutuo,194905.9,178364.07,7.24,271,1462.68,2024-02-13,2046-05-18,2026-02-02,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,31,2026-01-26 23:14:25.185950,2026-01-26 23:14:25.185951
1579,PR202600001579,47657,Mutuo,290103.89,276610.69,9.14,344,2385.96,2024-09-18,2052-12-20,2026-02-10,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,1,2026-01-26 23:14:25.188346,2026-01-26 23:14:25.188346
1580,PR202600001580,32767,Personale,15887.44,0.0,8.95,31,575.89,2016-06-26,2019-01-12,,Ristrutturazione casa,,Estinto,Performing,0,22,2026-01-26 23:14:25.190809,2026-01-26 23:14:25.190809
1581,PR202600001581,28028,Mutuo,180378.81,150739.1,7.91,213,1578.57,2023-03-13,2040-09-09,,Acquisto seconda casa,Ipoteca di primo grado,Sofferenza,NPL,286,23,2026-01-26 23:14:25.192920,2026-01-26 23:14:25.192921
1582,PR202600001582,7800,Personale,25709.82,0.0,7.61,80,410.71,2017-01-04,2023-08-01,,Spese mediche,,Estinto,Performing,0,5,2026-01-26 23:14:25.195016,2026-01-26 23:14:25.195017
1583,PR202600001583,41427,Aziendale,189058.59,0.0,5.04,117,2048.6,2015-03-22,2024-10-30,,Investimenti,,Estinto,Performing,0,1,2026-01-26 23:14:25.197176,2026-01-26 23:14:25.197177
1584,PR202600001584,43003,Mutuo,229014.59,179520.59,6.25,273,1574.22,2021-03-15,2043-08-17,2026-02-17,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,2,2026-01-26 23:14:25.199486,2026-01-26 23:14:25.199487
1585,PR202600001585,21641,Personale,8501.15,3579.43,7.69,38,252.77,2024-04-01,2027-05-16,2026-02-20,Spese mediche,,In corso,Performing,0,30,2026-01-26 23:14:25.201799,2026-01-26 23:14:25.201800
1586,PR202600001586,33081,Personale,6063.15,4456.05,8.07,83,95.56,2024-03-14,2031-01-07,2026-02-02,Matrimonio,,In corso,Performing,0,3,2026-01-26 23:14:25.203966,2026-01-26 23:14:25.203966
1587,PR202600001587,12215,Mutuo,165769.63,74022.92,8.97,159,1785.85,2018-10-10,2031-11-01,2026-01-31,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,31,2026-01-26 23:14:25.206510,2026-01-26 23:14:25.206511
1588,PR202600001588,36323,Mutuo,150737.85,100491.9,4.69,147,1350.36,2021-12-19,2034-01-15,2026-01-27,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,7,2026-01-26 23:14:25.209081,2026-01-26 23:14:25.209081
1589,PR202600001589,26496,Personale,13772.24,3034.56,9.12,59,290.52,2022-04-02,2027-02-05,,Matrimonio,,Sofferenza,NPL,323,29,2026-01-26 23:14:25.211269,2026-01-26 23:14:25.211270
1590,PR202600001590,35767,Personale,27578.65,0.0,7.41,28,1075.56,2023-01-06,2025-04-25,,Matrimonio,,Estinto,Performing,0,31,2026-01-26 23:14:25.213407,2026-01-26 23:14:25.213408
1591,PR202600001591,9410,Personale,20198.68,0.0,7.19,63,385.9,2019-10-14,2024-12-16,,Matrimonio,,Estinto,Performing,0,1,2026-01-26 23:14:25.215543,2026-01-26 23:14:25.215543
1592,PR202600001592,37525,Auto,13985.06,0.0,8.28,49,337.37,2020-06-18,2024-06-27,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,22,2026-01-26 23:14:25.217843,2026-01-26 23:14:25.217844
1593,PR202600001593,26352,Mutuo,58642.33,31343.31,9.36,232,547.87,2017-03-08,2036-03-28,2026-02-19,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,26,2026-01-26 23:14:25.220599,2026-01-26 23:14:25.220599
1594,PR202600001594,38995,Personale,19217.34,0.0,5.72,50,432.86,2015-03-26,2019-05-04,,Ristrutturazione casa,,Estinto,Performing,0,27,2026-01-26 23:14:25.223160,2026-01-26 23:14:25.223160
1595,PR202600001595,8859,Personale,15970.81,0.0,7.77,52,362.71,2021-01-16,2025-04-25,,Spese mediche,,Estinto,Performing,0,19,2026-01-26 23:14:25.225449,2026-01-26 23:14:25.225449
1596,PR202600001596,15259,Mutuo,265368.96,200079.77,5.28,126,2748.12,2023-06-17,2033-10-22,,Acquisto prima casa,Ipoteca di primo grado,Sofferenza,NPL,280,3,2026-01-26 23:14:25.227675,2026-01-26 23:14:25.227675
1597,PR202600001597,46476,Auto,34108.17,0.0,4.88,44,848.13,2021-12-26,2025-08-07,,Acquisto auto nuova,Pegno auto,Estinto,Performing,0,27,2026-01-26 23:14:25.229885,2026-01-26 23:14:25.229886
1598,PR202600001598,39698,Mutuo,52278.89,33007.46,8.6,255,447.16,2018-04-20,2039-03-31,2026-02-07,Surroga mutuo,Ipoteca di primo grado,In corso,Performing,0,31,2026-01-26 23:14:25.232011,2026-01-26 23:14:25.232012
1599,PR202600001599,14920,Mutuo,195061.06,105909.44,3.81,291,1027.53,2015-02-01,2038-12-27,2026-02-03,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,13,2026-01-26 23:14:25.234265,2026-01-26 23:14:25.234265
1600,PR202600001600,49803,Personale,5791.79,1769.71,9.05,72,104.55,2021-12-16,2027-11-15,2026-02-23,Spese mediche,,In corso,Performing,0,4,2026-01-26 23:14:25.236679,2026-01-26 23:14:25.236680
1601,PR202600001601,19023,Personale,19048.88,0.0,6.03,82,284.02,2015-04-03,2021-12-27,2022-01-26,Ristrutturazione casa,,In corso,Past due,31,9,2026-01-26 23:14:25.239074,2026-01-26 23:14:25.239075
1602,PR202600001602,38315,Aziendale,45947.12,0.0,5.74,58,908.99,2015-02-13,2019-11-19,2019-12-19,Espansione,,In corso,Past due,56,22,2026-01-26 23:14:25.241300,2026-01-26 23:14:25.241301
1603,PR202600001603,13678,Auto,19566.6,0.0,5.57,54,410.47,2016-01-18,2020-06-25,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,18,2026-01-26 23:14:25.243401,2026-01-26 23:14:25.243402
1604,PR202600001604,48513,Mutuo,189611.69,171773.66,8.62,287,1561.95,2023-10-13,2047-05-10,2026-01-30,Acquisto seconda casa,Ipoteca di primo grado,In corso,Performing,0,13,2026-01-26 23:14:25.245517,2026-01-26 23:14:25.245518
1605,PR202600001605,20719,Personale,9856.4,0.0,5.18,52,212.01,2020-03-13,2024-06-20,,Spese mediche,,Estinto,Performing,0,8,2026-01-26 23:14:25.247691,2026-01-26 23:14:25.247692
1606,PR202600001606,16485,Aziendale,57742.27,0.0,3.39,69,922.16,2015-07-04,2021-03-04,,Investimenti,,Estinto,Performing,0,12,2026-01-26 23:14:25.250075,2026-01-26 23:14:25.250076
1607,PR202600001607,24638,Personale,29659.93,24167.35,4.91,81,430.93,2024-10-05,2031-06-01,2026-01-28,Liquidità,,In corso,Past due,52,28,2026-01-26 23:14:25.252317,2026-01-26 23:14:25.252317
1608,PR202600001608,20341,Mutuo,213728.89,110793.28,7.27,272,1605.56,2015-04-08,2037-08-10,2026-02-09,Acquisto prima casa,Ipoteca di primo grado,In corso,Performing,0,13,2026-01-26 23:14:25.254435,2026-01-26 23:14:25.254436
1609,PR202600001609,29641,Auto,33673.06,11785.57,8.61,60,692.66,2022-10-31,2027-10-05,2026-02-12,Acquisto auto usata,Pegno auto,In corso,Past due,56,30,2026-01-26 23:14:25.256863,2026-01-26 23:14:25.256864
1610,PR202600001610,11582,Auto,12988.2,0.0,9.36,69,244.16,2019-04-06,2024-12-05,,Acquisto auto usata,Pegno auto,Estinto,Performing,0,6,2026-01-26 23:14:25.259144,2026-01-26 23:14:25.259145
